author,published_at,like_count,text,is_reply
@멋찜-r8o,2025-08-18T08:25:45Z,1,재들은 일을 안하는게 아니라 그냥 루저야,False
@차무식-c2c,2025-08-18T08:23:01Z,4,부모님에게 언제까지 모든걸 의지하고 살꺼며 <br>본인의 경험이라는게 어디 여행다고 하는게 아니라는걸 알아야 할텐데..<br>젊을때 다양한 활동을 해봐야 더 좋은 직장 보는 눈도 생기고 능력도 인성도 발달될텐데..<br>너무 안타까워요..<br>(참고로 저는 고등학교부터 스스로 용돈이며 생활비 벌어가면서 공부했고<br>그 다양한 험하고 불합리한 처우에도 다 버티며 살아오니 뭐든 긍정적으로 볼 수 있고 해결방법을 잘 찾게되었지요.),False
@희망가득히,2025-08-18T08:16:58Z,3,기후위기부터 대책을 세우시길,False
@백은주-u3q,2025-08-18T08:13:38Z,8,참 답답한 현실이다 젊을때는 그냥 열심히 살아야 되는데,False
@mika-lw7ob,2025-08-18T08:10:00Z,0,나라에서 다 알아서 해줄꺼다 힘들게 일은 왜해~,False
@아무개용돌,2025-08-18T08:07:08Z,8,지원 끊어라 진짜 나라 큰일난다 능력이 안되면 중소기업이라도 가서 기술배워야 하는데,False
@이천희-d3o,2025-08-18T12:28:30Z,1,그 기술배우는 산업이 망했는데 뭘배워 ㅋㅋㅋ,True
@suchanx7,2025-08-18T15:07:33Z,0,아 그런건 귀하신 분들 눈높이에 안 맞으셔서 안됨ㅋㅋ,True
@lovelee4778,2025-08-18T08:01:36Z,14,청년 지원금 지급 구조를 변경해라. 그냥 막 퍼주니 쳐 놀지.,False
@박재동-f4m,2025-08-18T07:58:36Z,0,3d업종.일자리.차고넘친다.그기라도.가라..부모등골빼먹지말고,False
@박재동-f4m,2025-08-18T07:56:44Z,0,뒤질때까지.쉬어라,False
@어풍대농장지기,2025-08-18T07:55:14Z,19,능력은 없고<br>눈은 높고<br>답없는 우리 사회<br>노는 놈들 돈잘주니 ㅉㅉ<br>나라가 걱정이다,False
@DanteAswell,2025-08-18T13:00:42Z,0,국민수준이 거기까진거야. 말해뭐하냐? 저 청년들 부모가 자식농사 망한게 국가에 영향을 미치게 하는거지 뭘. 괜찬아 수준 떨어진데로 살면되지. 대한민국 안망한다.,True
@abjsjeuej2282,2025-08-18T16:09:55Z,0,청년지원금 싹다끊고<br>쫄쫄굶겨라<br>그래야지 일하지,True
@그레이트월-o2x,2025-08-18T07:47:33Z,3,똑똑한거지 좋은기업만 노리는게 더이득임 ㅈㅅ기업은 개노답,False
@소극적인,2025-08-18T07:39:44Z,0,이제부터  기업들 외국으로  다 나갈테니  일자리가  없어지겠지  배급 받으며  살면  된다  베네수엘라가  되가는  한국,False
@유로파이터홍,2025-08-18T07:30:53Z,2,놀고 있다 <br><br>노랑 봉투법?<br><br>그냥<br><br>기업 폐쇄/폐업..? 답이다<br><br>건설 산재 대통령상담?<br><br>그냥<br><br>영구적으로 짓지 말자<br><br>노조 만세 &amp; 주 4~4.5일제?<br><br>그냥<br><br>1년 1일 근무만 하자..<br><br>1일 벌어서<br><br>1년365일 사는 세상🎉😢😮😅😂<br><br>지상의 낙원이고<br><br>무릉도원이다..<br><br>🍚 도 1년에 3끼만 먹고 <br><br>동면하자<br><br>동면<br><br>불가능하다면<br><br>김일성 &amp; 도요다 다이주 <br><br>옆으로<br><br>이사 가자🎉😢😮😅😂,False
@woo9919,2025-08-18T07:20:04Z,7,쉰다는데 니들이 왜난리야,False
@태평성대한국,2025-08-18T09:49:50Z,0,그냥 쉬면은 상관없는데 징징대니간 그렇지. 지금도 일자리는 넘치고 사람없어서 외국인 근로자는 늘어나고있는데<br>왜 방구석에서 징징대는지 모르겠네,True
