author,published_at,like_count,text,is_reply
@어슬렁-v,2025-08-18T13:29:01Z,0,"김은혜=십상시, 간신, 부역자 등등.. 그저 권력에 빌붙어 기생하는 사람. 없어져야될 정치인",False
@권연순-z1u,2025-08-18T13:28:05Z,0,김은혜진짜혐오스런인간이었어<br>날리면<br>웃겨라,False
@이겸윤,2025-08-18T13:27:38Z,0,국민을 바보로 알아도 정도가 있지..,False
@kirium4u,2025-08-18T13:26:34Z,0,그때 이야기를 해야지 왜 지금들 커밍아웃을...ㅜㅜ,False
@siegkim3488,2025-08-18T13:26:19Z,0,어휴 저 미친놈 지가 사고치고 지가 화내네,False
@먹저씨,2025-08-18T13:26:07Z,0,"조선일보는 폐간시키고, 소송건 외교부,감사해서 징계해야지",False
@jyddow,2025-08-18T13:25:18Z,0,윤석열은 그 주둥아리를 생각없이 나불대는 스타일때문에 지가 지무덤을 파는 놈임,False
@y-joo,2025-08-18T13:24:10Z,0,윤성열 대가리는 장식인갑다,False
@상훈황-o1g,2025-08-18T13:23:25Z,0,ㅋㅋㅋㅋ 가즈아,False
@youngman3828,2025-08-18T13:22:58Z,1,윤석열 이놈은 입만 열면 거짓말..,False
@from9996,2025-08-18T13:21:13Z,0,역시 추악한 조선일보 무리들 답다  조선일보 무리들아 니들은 부끄럽지 않는가 니들의 집단지성 이라는 수준은 어찌 하나같이 이따위냐 정말 인간 같지도 않은 더런 인성들만 골라서 모은 집단 조선일보,False
@Jabak자박,2025-08-18T13:19:39Z,0,이것도 특검해서 다 집어넣자. 그리고 논리적으로 말이 안되는 판결하는 판사를 징계 및 처벌하는 입법이 필요하다.,False
@Dkfmgl,2025-08-18T13:19:19Z,0,전국민의 청각력 이상을 유발한 희대의 코미디. Mbc의 희생이 너무 컸다. 장하다 Mbc!!!,False
@dolce95,2025-08-18T13:18:59Z,0,변호사비을 세금으로 쳐쓰고.....다 토해내라.,False
@쭈니-g1l,2025-08-18T13:18:14Z,0,와~ 얼굴 딱 한 번 보고 전형적인 매국의 상이라는 생각이 딱 드는 사람은 처음이네,False
@나나시-c6w9S,2025-08-18T13:16:30Z,3,사법부 문제 너무 너무 많다,False
@김서진-m3e6g,2025-08-18T13:16:13Z,0,김은혜와 윤씨의 작품 날리면,False
@khy6464,2025-08-18T13:15:29Z,0,판사 검사 다 특검하여 구속하라,False
@lz200051,2025-08-18T13:13:03Z,0,김은혜 입이 대한민국 언론 자유를 막았다.<br>김은혜는 사퇴가 아니라 전 국민에게 사죄하고  <br>꺼져라!<br>김은혜 ..,False
@tony6141,2025-08-18T13:11:14Z,0,"사법부도 문제 투성이네... 배심원제 도입하고, 법원장과 대법관은 국민투표로 뽑는 사법개혁이 하루빨리 필요하다고 본다.",False
@jwc7839,2025-08-18T13:10:19Z,3,아 진짜 쪽팔린다,False
@rollercoaster1361,2025-08-18T13:09:56Z,0,입만열면 구라가그냥나와,False
@harrykim217,2025-08-18T13:09:01Z,0,"정말 양아치다. <br>그냥 실언이라고 인정하고 사과하면 될 것을. <br>그 많은 사람들이 거짓말을 하게 만들고, 자신의 허물을 덮으려 하는가. <br>정말 양아치다.",False
@SYi-xj8bv,2025-08-18T13:07:10Z,0,바이든 날리면 보고 윤싸이코 바로 손절함. 하나를 보면 열 가지를 안다는 속담은 예나 지금이나 변함없는 진리임,False
@김용호-p6b,2025-08-18T13:05:50Z,0,앞으로 재판을 Al가<br>먼저하고 배심원 을<br>선발 심의해야 된다고 생각합니다,False
@prettyjulia98,2025-08-18T13:05:46Z,1,참 무능하고 뻔뻔했던 윤정권. 그에 맞장구 친 무능한 재판부.,False
@zzulungwo3089,2025-08-18T13:04:10Z,0,동맹을 훼손? 네가 해외 나가는것 자체가 동맹 훼손이었다 빤쓰야!!!,False
@mark6767,2025-08-18T13:03:33Z,0,세상 소인배새끼,False
@수라닉-v9o,2025-08-18T13:03:24Z,0,듣지도 못하는놈이 무슨 남을심판한다고 판사하는지,False
@이종백-x8x,2025-08-18T13:03:20Z,0,미친놈들 억지를 부려도 ㄷㄹ쫄 놈들!,False
@cortezia111,2025-08-18T12:59:27Z,0,성지호 판사도 탄핵해야,False
@이은규-d5s,2025-08-18T12:59:24Z,0,언론개혁은 고의적 거짖허위 왜곡 뉴스부터 척결해야 합니다! <br>이들의 왜곡 뉴스로 인해 국민들은 피해를 봅니다!<br>MBC의 윤석열 보도는 사실로 보입니다.,False
@지금이순간-p6q,2025-08-18T12:56:30Z,0,한미동맹 훼손은 댁이했어~ 윤건희씨~,False
@wouldyoukim,2025-08-18T12:56:18Z,0,으이? 에? 어이? 으에?<br>이 뭐같은 소리 언제까지 들어야 하나,False
